"NAME";"ORIGINAL SIZE";"AFTER RESTRICTING TO DATASET";"STATUS"
"ATRIAL_SEPTUM_PRIMUM_MORPHOGENESIS (GO:0003289)";5;NA;"Rejected!"
"ATRIOVENTRICULAR_CANAL_DEVELOPMENT (GO:0036302)";13;NA;"Rejected!"
"ATRIOVENTRICULAR_NODE_DEVELOPMENT (GO:0003162)";9;NA;"Rejected!"
"ATRIOVENTRICULAR_VALVE_DEVELOPMENT (GO:0003171)";31;29;""
"ATRIOVENTRICULAR_VALVE_FORMATION (GO:0003190)";8;NA;"Rejected!"
"ATTACHMENT_OF_GPI_ANCHOR_TO_PROTEIN (GO:0016255)";6;NA;"Rejected!"
"ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE (GO:0051315)";26;26;""
"ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE (GO:0008608)";55;54;""
"AUDITORY_RECEPTOR_CELL_DEVELOPMENT (GO:0060117)";30;28;""
"AUDITORY_RECEPTOR_CELL_MORPHOGENESIS (GO:0002093)";24;22;""
"AUDITORY_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION (GO:0060088)";20;18;""
"AUTOCRINE_SIGNALING (GO:0035425)";8;NA;"Rejected!"
"AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT (GO:0048483)";46;40;""
"AUTOPHAGIC_CELL_DEATH (GO:0048102)";9;NA;"Rejected!"
"AUTOPHALYSOSOME_FUSION (GO:0061909)";16;16;""
"AUTOPHAMATURATION (GO:0097352)";70;64;""
"AUTOPHAMEMBRANE_DOCKING (GO:0016240)";7;NA;"Rejected!"
"AUTOPHAORGANIZATION (GO:1905037)";133;123;""
"AUTOPHAGY_OF_MITOCHONDRION (GO:0000422)";116;111;""
"AUTOPHAGY_OF_PEROXISOME (GO:0030242)";16;15;""
"AUTOSOME_GENOMIC_IMPRINTING (GO:0141068)";6;NA;"Rejected!"
"AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION (GO:0086067)";14;NA;"Rejected!"
"AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_SIGNALING (GO:0086027)";11;NA;"Rejected!"
"AXIAL_MESODERM_DEVELOPMENT (GO:0048318)";9;NA;"Rejected!"
"AXIS_ELONGATION (GO:0003401)";31;31;""
"AXIS_ELONGATION_INVOLVED_IN_SOMITOGENESIS (GO:0090245)";5;NA;"Rejected!"
"AXIS_SPECIFICATION (GO:0009798)";100;81;""
"AXONAL_FASCICULATION (GO:0007413)";21;20;""
"AXONAL_TRANSPORT (GO:0098930)";69;66;""
"AXONAL_TRANSPORT_OF_MITOCHONDRION (GO:0019896)";16;16;""
"AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY (GO:1904158)";6;NA;"Rejected!"
"AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY (GO:0070286)";40;39;""
"AXONEME_ASSEMBLY (GO:0035082)";105;101;""
"AXONOGENESIS_INVOLVED_IN_INNERVATION (GO:0060385)";10;NA;"Rejected!"
"AXON_CHOICE_POINT_RECOGNITION (GO:0016198)";7;NA;"Rejected!"
"AXON_DEVELOPMENT (GO:0061564)";534;494;""
"AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM (GO:0032291)";25;20;""
"AXON_EXTENSION (GO:0048675)";113;110;""
"AXON_MIDLINE_CHOICE_POINT_RECOGNITION (GO:0016199)";5;NA;"Rejected!"
"AXO_DENDRITIC_PROTEIN_TRANSPORT (GO:0099640)";9;NA;"Rejected!"
"AXO_DENDRITIC_TRANSPORT (GO:0008088)";86;83;""
"AZOLE_TRANSMEMBRANE_TRANSPORT (GO:0045117)";15;NA;"Rejected!"
"BARBED_END_ACTIN_FILAMENT_CAPPING (GO:0051016)";27;25;""
"BASEMENT_MEMBRANE_ORGANIZATION (GO:0071711)";40;39;""
"BASE_CONVERSION_OR_SUBSTITUTION_EDITING (GO:0016553)";18;NA;"Rejected!"
"BASE_EXCISION_REPAIR (GO:0006284)";48;47;""
"BASE_EXCISION_REPAIR_AP_SITE_FORMATION (GO:0006285)";12;NA;"Rejected!"
"BASE_EXCISION_REPAIR_GAP_FILLING (GO:0006287)";14;NA;"Rejected!"
"BASIC_AMINO_ACID_TRANSPORT (GO:0015802)";23;20;""
"BASOLATERAL_PROTEIN_SECRETION (GO:0110010)";5;NA;"Rejected!"
"BEHAVIOR (GO:0007610)";697;NA;"Rejected!"
"BEHAVIORAL_RESPONSE_TO_COCAINE (GO:0048148)";16;NA;"Rejected!"
"BEHAVIORAL_RESPONSE_TO_ETHANOL (GO:0048149)";10;NA;"Rejected!"
"BEHAVIORAL_RESPONSE_TO_NICOTINE (GO:0035095)";9;NA;"Rejected!"
"BEHAVIORAL_RESPONSE_TO_PAIN (GO:0048266)";20;19;""
"BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS (GO:0042537)";23;22;""
"BERGMANN_GLIAL_CELL_DIFFERENTIATION (GO:0060020)";11;NA;"Rejected!"
"BICARBONATE_TRANSPORT (GO:0015701)";37;35;""
"BILE_ACID_AND_BILE_SALT_TRANSPORT (GO:0015721)";30;24;""
"BILE_ACID_BIOSYNTHETIC_PROCESS (GO:0006699)";38;33;""
"BILE_ACID_METABOLIC_PROCESS (GO:0008206)";51;44;""
"BILE_ACID_SECRETION (GO:0032782)";11;NA;"Rejected!"
"BINDING_OF_SPERM_TO_ZONA_PELLUCIDA (GO:0007339)";41;30;""
"BIOLOGICAL_PHASE (GO:0044848)";9;NA;"Rejected!"
"BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST (GO:0051701)";179;155;""
"BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT (GO:0051702)";42;27;""
"BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS (GO:0044419)";1864;NA;"Rejected!"
"BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS (GO:0051703)";61;56;""
"BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION (GO:0044403)";224;184;""
"BIOMINERAL_TISSUE_DEVELOPMENT (GO:0031214)";181;152;""
"BLASTOCYST_DEVELOPMENT (GO:0001824)";127;120;""
"BLASTOCYST_FORMATION (GO:0001825)";48;47;""
"BLASTOCYST_GROWTH (GO:0001832)";24;22;""
"BLASTODERM_SEGMENTATION (GO:0007350)";26;21;""
"BLEB_ASSEMBLY (GO:0032060)";11;NA;"Rejected!"
"BLOOD_COAGULATION_FIBRIN_CLOT_FORMATION (GO:0072378)";16;NA;"Rejected!"
"BLOOD_COAGULATION_INTRINSIC_PATHWAY (GO:0007597)";8;NA;"Rejected!"
"BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION (GO:0060837)";14;NA;"Rejected!"
"BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION (GO:0043534)";187;118;""
"BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS (GO:0002043)";56;26;""
"BLOOD_VESSEL_MATURATION (GO:0001955)";7;NA;"Rejected!"
"BLOOD_VESSEL_MORPHOGENESIS (GO:0048514)";734;NA;"Rejected!"
"BLOOD_VESSEL_REMODELING (GO:0001974)";54;43;""
"BODY_FLUID_SECRETION (GO:0007589)";95;79;""
"BODY_MORPHOGENESIS (GO:0010171)";49;46;""
"BONE_CELL_DEVELOPMENT (GO:0098751)";19;15;""
"BONE_DEVELOPMENT (GO:0060348)";218;187;""
"BONE_GROWTH (GO:0098868)";34;30;""
"BONE_MARROW_DEVELOPMENT (GO:0048539)";9;NA;"Rejected!"
"BONE_MATURATION (GO:0070977)";28;24;""
"BONE_MINERALIZATION (GO:0030282)";127;114;""
"BONE_MINERALIZATION_INVOLVED_IN_BONE_MATURATION (GO:0035630)";13;NA;"Rejected!"
"BONE_MORPHOGENESIS (GO:0060349)";100;85;""
"BONE_REMODELING (GO:0046849)";88;74;""
"BONE_RESORPTION (GO:0045453)";63;51;""
"BONE_TRABECULA_FORMATION (GO:0060346)";10;NA;"Rejected!"
"BONE_TRABECULA_MORPHOGENESIS (GO:0061430)";13;NA;"Rejected!"
"BOX_C_D_SNORNP_ASSEMBLY (GO:0000492)";10;NA;"Rejected!"
"BRADYKININ_CATABOLIC_PROCESS (GO:0010815)";7;NA;"Rejected!"
"BRAINSTEM_DEVELOPMENT (GO:0003360)";8;NA;"Rejected!"
"BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY (GO:0031547)";7;NA;"Rejected!"
"BRAIN_MORPHOGENESIS (GO:0048854)";37;35;""
"BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS (GO:0009081)";26;25;""
"BRANCHED_CHAIN_AMINO_ACID_TRANSPORT (GO:0015803)";14;NA;"Rejected!"
"BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS (GO:0001569)";39;34;""
"BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS (GO:0060670)";14;NA;"Rejected!"
"BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS (GO:0060444)";25;23;""
"BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS (GO:0060442)";13;NA;"Rejected!"
"BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS (GO:0060445)";22;20;""
"BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE (GO:0048754)";166;149;""
"BRANCHING_MORPHOGENESIS_OF_A_NERVE (GO:0048755)";11;NA;"Rejected!"
"BRANCHIOMOTOR_NEURON_AXON_GUIDANCE (GO:0021785)";7;NA;"Rejected!"
"BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING (GO:0060751)";6;NA;"Rejected!"
"BRANCH_ELONGATION_OF_AN_EPITHELIUM (GO:0060602)";21;21;""
"BRONCHIOLE_DEVELOPMENT (GO:0060435)";6;NA;"Rejected!"
"BRONCHUS_DEVELOPMENT (GO:0060433)";11;NA;"Rejected!"
"BROWN_FAT_CELL_DIFFERENTIATION (GO:0050873)";53;44;""
"BRUSH_BORDER_ASSEMBLY (GO:1904970)";7;NA;"Rejected!"
"BUD_ELONGATION_INVOLVED_IN_LUNG_BRANCHING (GO:0060449)";7;NA;"Rejected!"
"BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION (GO:0086069)";15;NA;"Rejected!"
"BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING (GO:0086028)";7;NA;"Rejected!"
"B_1_B_CELL_DIFFERENTIATION (GO:0001923)";5;NA;"Rejected!"
"B_CELL_ACTIVATION (GO:0042113)";292;252;""
"B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE (GO:0002312)";109;83;""
"B_CELL_APOPTOTIC_PROCESS (GO:0001783)";28;25;""
"B_CELL_CHEMOTAXIS (GO:0035754)";8;NA;"Rejected!"
"B_CELL_DIFFERENTIATION (GO:0030183)";149;135;""
"B_CELL_HOMEOSTASIS (GO:0001782)";37;34;""
"B_CELL_LINEAGE_COMMITMENT (GO:0002326)";6;NA;"Rejected!"
"B_CELL_MEDIATED_IMMUNITY (GO:0019724)";198;111;""
"B_CELL_PROLIFERATION (GO:0042100)";93;73;""
"B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE (GO:0002322)";6;NA;"Rejected!"
"B_CELL_RECEPTOR_SIGNALING_PATHWAY (GO:0050853)";78;52;""
"C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS (GO:0006700)";21;18;""
"C21_STEROID_HORMONE_METABOLIC_PROCESS (GO:0008207)";38;32;""
"C4_DICARBOXYLATE_TRANSPORT (GO:0015740)";28;26;""
"CADMIUM_ION_TRANSMEMBRANE_TRANSPORT (GO:0070574)";6;NA;"Rejected!"
"CALCINEURIN_MEDIATED_SIGNALING (GO:0097720)";54;46;""
"CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY (GO:0097646)";11;NA;"Rejected!"
"CALCITONIN_GENE_RELATED_PEPTIDE_RECEPTOR_SIGNALING_PATHWAY (GO:1990408)";6;NA;"Rejected!"
"CALCITRIOL_BIOSYNTHETIC_PROCESS_FROM_CALCIOL (GO:0036378)";5;NA;"Rejected!"
"CALCIUM_ACTIVATED_PHOSPHATIDYLCHOLINE_SCRAMBLING (GO:0061590)";5;NA;"Rejected!"
"CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING (GO:0061588)";6;NA;"Rejected!"
"CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES (GO:0016339)";48;33;""
"CALCIUM_IMPORT_INTO_THE_MITOCHONDRION (GO:0036444)";16;16;""
"CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES (GO:0016338)";23;17;""
"CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE (GO:1990034)";12;NA;"Rejected!"
"CALCIUM_ION_HOMEOSTASIS (GO:0055074)";330;275;""
"CALCIUM_ION_IMPORT (GO:0070509)";89;67;""
"CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE (GO:0098703)";44;32;""
"CALCIUM_ION_IMPORT_INTO_SARCOPLASMIC_RETICULUM (GO:1990036)";7;NA;"Rejected!"
"CALCIUM_ION_REGULATED_EXOCYTOSIS (GO:0017156)";67;64;""
"CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER (GO:0048791)";15;15;""
"CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL (GO:0097553)";193;154;""
"CALCIUM_ION_TRANSMEMBRANE_TRANSPORT (GO:0070588)";348;291;""
"CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL (GO:0061577)";22;17;""
"CALCIUM_ION_TRANSPORT (GO:0006816)";445;368;""
"CALCIUM_ION_TRANSPORT_INTO_CYTOSOL (GO:0060402)";31;24;""
"CALCIUM_MEDIATED_SIGNALING (GO:0019722)";240;198;""
"CAMERA_TYPE_EYE_MORPHOGENESIS (GO:0048593)";141;129;""
"CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION (GO:0060219)";33;28;""
"CAMKK_AMPK_SIGNALING_CASCADE (GO:0061762)";11;NA;"Rejected!"
"CAMP_BIOSYNTHETIC_PROCESS (GO:0006171)";10;NA;"Rejected!"
"CAMP_CATABOLIC_PROCESS (GO:0006198)";9;NA;"Rejected!"
"CAMP_MEDIATED_SIGNALING (GO:0019933)";29;29;""
"CAMP_METABOLIC_PROCESS (GO:0046058)";23;20;""
"CAMP_PKA_SIGNAL_TRANSDUCTION (GO:0141156)";34;27;""
"CANNABINOID_SIGNALING_PATHWAY (GO:0038171)";7;NA;"Rejected!"
"CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION (GO:0007249)";342;299;""
"CANONICAL_WNT_SIGNALING_PATHWAY (GO:0060070)";330;293;""
"CAP_DEPENDENT_TRANSLATIONAL_INITIATION (GO:0002191)";9;NA;"Rejected!"
"CARBOHYDRATE_BIOSYNTHETIC_PROCESS (GO:0016051)";198;169;""
"CARBOHYDRATE_CATABOLIC_PROCESS (GO:0016052)";181;161;""
"CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS (GO:1901137)";624;NA;"Rejected!"
"CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS (GO:1901136)";266;238;""
"CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS (GO:1901135)";1018;NA;"Rejected!"
"CARBOHYDRATE_DERIVATIVE_TRANSPORT (GO:1901264)";92;86;""
"CARBOHYDRATE_HOMEOSTASIS (GO:0033500)";279;231;""
"CARBOHYDRATE_IMPORT_ACROSS_PLASMA_MEMBRANE (GO:0098704)";6;NA;"Rejected!"
"CARBOHYDRATE_MEDIATED_SIGNALING (GO:0009756)";13;NA;"Rejected!"
"CARBOHYDRATE_METABOLIC_PROCESS (GO:0005975)";571;NA;"Rejected!"
"CARBOHYDRATE_PHOSPHORYLATION (GO:0046835)";24;24;""
"CARBOHYDRATE_TRANSPORT (GO:0008643)";138;117;""
"CARBON_CATABOLITE_REGULATION_OF_TRANSCRIPTION (GO:0045990)";7;NA;"Rejected!"
"CARBON_DIOXIDE_TRANSMEMBRANE_TRANSPORT (GO:0035378)";5;NA;"Rejected!"
"CARBON_DIOXIDE_TRANSPORT (GO:0015670)";15;NA;"Rejected!"
"CARDIAC_ATRIUM_DEVELOPMENT (GO:0003230)";37;33;""
"CARDIAC_ATRIUM_MORPHOGENESIS (GO:0003209)";30;27;""
"CARDIAC_CELL_DEVELOPMENT (GO:0055006)";98;85;""
"CARDIAC_CELL_FATE_COMMITMENT (GO:0060911)";14;NA;"Rejected!"
"CARDIAC_CHAMBER_DEVELOPMENT (GO:0003205)";177;167;""
"CARDIAC_CHAMBER_FORMATION (GO:0003207)";12;NA;"Rejected!"
"CARDIAC_CHAMBER_MORPHOGENESIS (GO:0003206)";135;127;""
"CARDIAC_CONDUCTION (GO:0061337)";100;82;""
"CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT (GO:0003161)";37;32;""
"CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION (GO:0060317)";40;34;""
"CARDIAC_FIBROBLAST_CELL_DIFFERENTIATION (GO:0060935)";5;NA;"Rejected!"
"CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS (GO:0003214)";17;16;""
"CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL (GO:0086001)";88;74;""
"CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION (GO:0086002)";63;51;""
"CARDIAC_MUSCLE_CELL_CARDIAC_MUSCLE_CELL_ADHESION (GO:0086042)";7;NA;"Rejected!"
"CARDIAC_MUSCLE_CELL_CONTRACTION (GO:0086003)";91;74;""
"CARDIAC_MUSCLE_CELL_DIFFERENTIATION (GO:0055007)";137;118;""
"CARDIAC_MUSCLE_CELL_FATE_COMMITMENT (GO:0060923)";8;NA;"Rejected!"
"CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION (GO:0099622)";42;33;""
"CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION (GO:0060379)";12;NA;"Rejected!"
"CARDIAC_MUSCLE_CELL_PROLIFERATION (GO:0060038)";64;51;""
"CARDIAC_MUSCLE_CONTRACTION (GO:0060048)";154;129;""
"CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION (GO:0110021)";7;NA;"Rejected!"
"CARDIAC_MUSCLE_TISSUE_DEVELOPMENT (GO:0048738)";256;220;""
"CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS (GO:0055008)";62;56;""
"CARDIAC_MUSCLE_TISSUE_REGENERATION (GO:0061026)";8;NA;"Rejected!"
"CARDIAC_MYOFIBRIL_ASSEMBLY (GO:0055003)";20;19;""
"CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS (GO:0061309)";13;NA;"Rejected!"
"CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT (GO:0061307)";16;16;""
"CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS (GO:0003253)";11;NA;"Rejected!"
"CARDIAC_PACEMAKER_CELL_DEVELOPMENT (GO:0060926)";9;NA;"Rejected!"
"CARDIAC_PACEMAKER_CELL_DIFFERENTIATION (GO:0060920)";11;NA;"Rejected!"
"CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS (GO:0003215)";21;21;""
"CARDIAC_SEPTUM_CELL_DIFFERENTIATION (GO:0003292)";5;NA;"Rejected!"
"CARDIAC_SEPTUM_DEVELOPMENT (GO:0003279)";115;110;""
"CARDIAC_SEPTUM_MORPHOGENESIS (GO:0060411)";78;75;""
"CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION (GO:0060947)";10;NA;"Rejected!"
"CARDIAC_VENTRICLE_DEVELOPMENT (GO:0003231)";134;128;""
"CARDIAC_VENTRICLE_FORMATION (GO:0003211)";8;NA;"Rejected!"
"CARDIAC_VENTRICLE_MORPHOGENESIS (GO:0003208)";74;70;""
"CARDIOBLAST_DIFFERENTIATION (GO:0010002)";18;16;""
"CARDIOBLAST_PROLIFERATION (GO:0003263)";11;NA;"Rejected!"
"CARDIOCYTE_DIFFERENTIATION (GO:0035051)";173;148;""
"CARDIOLIPIN_ACYL_CHAIN_REMODELING (GO:0035965)";5;NA;"Rejected!"
"CARDIOLIPIN_METABOLIC_PROCESS (GO:0032048)";14;NA;"Rejected!"
"CARNITINE_BIOSYNTHETIC_PROCESS (GO:0045329)";5;NA;"Rejected!"
"CARNITINE_METABOLIC_PROCESS (GO:0009437)";14;NA;"Rejected!"
"CARNITINE_TRANSPORT (GO:0015879)";9;NA;"Rejected!"
"CARTILAGE_CONDENSATION (GO:0001502)";21;15;""
"CARTILAGE_DEVELOPMENT (GO:0051216)";215;190;""
"CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS (GO:0060351)";35;31;""
"CARTILAGE_HOMEOSTASIS (GO:1990079)";5;NA;"Rejected!"
"CARTILAGE_MORPHOGENESIS (GO:0060536)";10;NA;"Rejected!"
"CATECHOLAMINE_SECRETION (GO:0050432)";46;33;""
"CATECHOLAMINE_TRANSPORT (GO:0051937)";62;44;""
"CATECHOLAMINE_UPTAKE (GO:0090493)";19;NA;"Rejected!"
"CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION (GO:0051934)";12;NA;"Rejected!"
"CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS (GO:0009713)";24;18;""
"CATECHOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS (GO:0019614)";11;NA;"Rejected!"
"CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS (GO:0009712)";58;47;""
"CAVEOLA_ASSEMBLY (GO:0070836)";8;NA;"Rejected!"
"CAVEOLIN_MEDIATED_ENDOCYTOSIS (GO:0072584)";12;NA;"Rejected!"
"CD27_SIGNALING_PATHWAY (GO:0160162)";5;NA;"Rejected!"
"CD40_SIGNALING_PATHWAY (GO:0023035)";16;NA;"Rejected!"
"CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION (GO:0035710)";135;117;""
"CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION (GO:0035743)";19;17;""
"CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION (GO:0043367)";108;94;""
"CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION (GO:0035739)";22;19;""
"CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION (GO:0002361)";11;NA;"Rejected!"
"CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT (GO:0043369)";36;34;""
"CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION (GO:0036037)";28;20;""
"CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION (GO:0043374)";15;NA;"Rejected!"
"CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION (GO:0035740)";8;NA;"Rejected!"
"CDC42_PROTEIN_SIGNAL_TRANSDUCTION (GO:0032488)";15;NA;"Rejected!"
"CDP_CHOLINE_PATHWAY (GO:0006657)";7;NA;"Rejected!"
"CDP_DIACYLGLYCEROL_METABOLIC_PROCESS (GO:0046341)";14;NA;"Rejected!"
"CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS (GO:0010927)";136;116;""
"CELLULAR_COMPONENT_DISASSEMBLY (GO:0022411)";470;433;""
"CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS (GO:0006921)";30;28;""
"CELLULAR_COMPONENT_MAINTENANCE (GO:0043954)";83;77;""
"CELLULAR_DEFENSE_RESPONSE (GO:0006968)";52;35;""
"CELLULAR_DETOXIFICATION_OF_ALDEHYDE (GO:0110095)";9;NA;"Rejected!"
"CELLULAR_EXTRAVASATION (GO:0045123)";74;62;""
"CELLULAR_HOMEOSTASIS (GO:0019725)";851;NA;"Rejected!"
"CELLULAR_HYPEROSMOTIC_RESPONSE (GO:0071474)";22;20;""
"CELLULAR_HYPOTONIC_RESPONSE (GO:0071476)";11;NA;"Rejected!"
"CELLULAR_OXIDANT_DETOXIFICATION (GO:0098869)";98;80;""
"CELLULAR_PIGMENTATION (GO:0033059)";64;61;""
"CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM (GO:0022412)";443;352;""
"CELLULAR_RESPIRATION (GO:0045333)";240;216;""
"CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS (GO:0071214)";352;312;""
"CELLULAR_RESPONSE_TO_ACIDIC_PH (GO:0071468)";19;17;""
"CELLULAR_RESPONSE_TO_ACID_CHEMICAL (GO:0071229)";101;89;""
"CELLULAR_RESPONSE_TO_ALCOHOL (GO:0097306)";112;98;""
"CELLULAR_RESPONSE_TO_ALDEHYDE (GO:0110096)";17;NA;"Rejected!"
"CELLULAR_RESPONSE_TO_ALDOSTERONE (GO:1904045)";7;NA;"Rejected!"
"CELLULAR_RESPONSE_TO_ALKALOID (GO:0071312)";37;33;""
"CELLULAR_RESPONSE_TO_AMMONIUM_ION (GO:0071242)";5;NA;"Rejected!"
"CELLULAR_RESPONSE_TO_AMYLOID_BETA (GO:1904646)";49;41;""
"CELLULAR_RESPONSE_TO_ANGIOTENSIN (GO:1904385)";39;34;""
"CELLULAR_RESPONSE_TO_ANTIBIOTIC (GO:0071236)";11;NA;"Rejected!"
"CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE (GO:0071243)";17;17;""
"CELLULAR_RESPONSE_TO_ATP (GO:0071318)";19;16;""
"CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS (GO:0071216)";277;220;""
"CELLULAR_RESPONSE_TO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_STIMULUS (GO:1990416)";9;NA;"Rejected!"
"CELLULAR_RESPONSE_TO_CADMIUM_ION (GO:0071276)";26;19;""
"CELLULAR_RESPONSE_TO_CAFFEINE (GO:0071313)";11;NA;"Rejected!"
"CELLULAR_RESPONSE_TO_CALCIUM_ION (GO:0071277)";80;74;""
"CELLULAR_RESPONSE_TO_CAMP (GO:0071320)";58;51;""
"CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS (GO:0071322)";166;138;""
"CELLULAR_RESPONSE_TO_CGMP (GO:0071321)";7;NA;"Rejected!"
"CELLULAR_RESPONSE_TO_CHEMICAL_STRESS (GO:0062197)";330;302;""
"CELLULAR_RESPONSE_TO_CHOLESTEROL (GO:0071397)";21;17;""
"CELLULAR_RESPONSE_TO_COCAINE (GO:0071314)";10;NA;"Rejected!"
"CELLULAR_RESPONSE_TO_COLD (GO:0070417)";15;15;""
"CELLULAR_RESPONSE_TO_COPPER_ION (GO:0071280)";26;20;""
